OFF_index,OFF_SeasonID,OFF_Total Points Per Game,OFF_Total Points,OFF_Total Touchdowns,OFF_Total 1st downs,OFF_Rushing 1st downs,OFF_Passing 1st downs,OFF_1st downs by penalty,OFF_3rd down efficiency,OFF_3rd down %,OFF_4th down efficiency,OFF_4th down %,OFF_Comp-Att,OFF_Net Passing Yards,OFF_Yards Per Pass Attempt,OFF_Net Passing Yards Per Game,OFF_Passing Touchdowns,OFF_Interceptions,OFF_Sacks-Yards Lost,OFF_Rushing Attempts,OFF_Rushing Yards,OFF_Yards Per Rush Attempt,OFF_Rushing Yards Per Game,OFF_Rushing Touchdowns,OFF_Total Offensive Plays,OFF_Total Yards,OFF_Yards Per Game,OFF_Kickoffs: Total,OFF_Average Kickoff Return Yards,OFF_Punt: Total,OFF_Average Punt Return Yards,OFF_INT: Total,OFF_Average Interception Yards,OFF_Net Average Punt Yards,OFF_Punt: Total Yards,OFF_FG: Good-Attempts,OFF_Touchback Percentage,OFF_Total-Yards,OFF_Avg. Per Game (YDS),OFF_Possession Time Seconds,OFF_Fumbles-Lost,OFF_Turnover Ratio,OFF_Games,OFF_Year,DEF_index,DEF_Total Points Per Game,DEF_Total Points,DEF_Total Touchdowns,DEF_Total 1st downs,DEF_Rushing 1st downs,DEF_Passing 1st downs,DEF_1st downs by penalty,DEF_3rd down efficiency,DEF_3rd down %,DEF_4th down efficiency,DEF_4th down %,DEF_Comp-Att,DEF_Net Passing Yards,DEF_Yards Per Pass Attempt,DEF_Net Passing Yards Per Game,DEF_Passing Touchdowns,DEF_Interceptions,DEF_Sacks-Yards Lost,DEF_Rushing Attempts,DEF_Rushing Yards,DEF_Yards Per Rush Attempt,DEF_Rushing Yards Per Game,DEF_Rushing Touchdowns,DEF_Total Offensive Plays,DEF_Total Yards,DEF_Yards Per Game,DEF_Kickoffs: Total,DEF_Average Kickoff Return Yards,DEF_Punt: Total,DEF_Average Punt Return Yards,DEF_INT: Total,DEF_Average Interception Yards,DEF_Net Average Punt Yards,DEF_Punt: Total Yards,DEF_FG: Good-Attempts,DEF_Touchback Percentage,DEF_Total-Yards,DEF_Avg. Per Game (YDS),DEF_Possession Time Seconds,DEF_Fumbles-Lost,DEF_Turnover Ratio,DEF_Games
388,Offense--det-2008,16.6,266,29,234,70,143,21,59-205,28.78,10-20,50.00,281-509,2960,6.5,185.0,18,19,52-339,352,1332,3.8,83.3,10,913,4631,289.4,"57-1,332",23.4,21-168,8.1,4-16,4.0,39.3,"90-3,952",21-22,10,88-729,45,26:59,31-9,0,16,2008,389,24.6,517,63,350,147,188,15,90-197,45.69,6-10,60.00,303-443,3716,8.8,232.3,25,4,30-191,536,2754,5.1,172.1,31,1009,6661,416.3,"83-1,807",21.8,51-414,8.0,19-364,19.2,40.8,"59-2,573",25-29,19,91-753,47.063,33:00,31-11,0,16
390,Offense--det-2009,16.4,262,28,281,82,168,31,84-234,35.90,7-26,26.92,316-585,3168,5.9,198.0,16,32,43-303,409,1616,4.0,101.0,9,1037,5087,317.9,"58-1,353",23.3,28-233,8.6,9-210,23.3,38.1,"74-3,174",21-28,6,98-768,48,28:56,24-7,0,16,2009,391,24.6,492,57,332,95,213,24,85-210,40.48,10-15,66.67,371-545,4249,8.1,265.6,35,9,26-150,458,2025,4.4,126.6,18,1029,6424,401.5,"96-2,050",21.4,41-354,8.3,32-508,15.9,40.1,"66-2,878",31-34,8,113-944,59,31:03,26-11,0,16
392,Offense--det-2010,22.5,360,41,304,83,199,22,97-242,40.08,10-16,62.50,383-633,3810,6.3,238.1,26,16,27-191,404,1613,4.0,100.8,11,1064,5614,350.9,"72-1,487",20.7,30-362,11.7,14-194,13.9,37.6,"90-4,018",25-30,4,"136-1,018",63,29:47,18-8,0,16,2010,393,17.6,369,45,320,98,187,35,77-198,38.89,5-12,41.67,330-518,3498,7.3,218.6,23,14,44-288,443,1999,4.5,124.9,18,1005,5785,361.6,"61-1,519",24.9,54-633,12.1,16-239,14.9,39.4,"83-3,636",19-20,19,106-854,53.375,30:40,30-12,0,16
394,Offense--det-2011,29.5,472,57,349,71,244,34,76-212,35.85,8-14,57.14,423-666,4814,7.6,300.9,41,16,36-257,356,1523,4.3,95.2,9,1058,6594,412.1,"49-1,255",25.6,38-301,13.4,21-458,21.8,37.7,"82-3,573",24-29,46,"128-1,075",67,30:09,20-5,0,16,2011,395,19.4,387,42,325,91,195,39,67-205,32.68,8-19,42.11,376-604,3831,6.8,239.4,26,21,41-271,410,2050,5.0,128.1,10,1055,6152,384.5,37-887,24.0,36-484,7.9,16-140,8.8,41.4,"78-3,530",30-34,54,119-982,61.375,29:58,23-11,0,16
396,Offense--det-2012,23.3,372,39,382,84,272,26,97-228,42.54,6-15,40.00,445-740,4927,6.9,307.9,22,17,29-212,391,1613,4.1,100.8,17,1160,6752,422.0,"52-1,213",23.3,35-302,9.9,11-135,12.3,37.1,"76-3,149",32-36,34,103-944,59,32:05,24-13,0,16,2012,397,20.8,437,49,305,107,167,31,76-208,36.54,5-6,83.33,346-544,3569,7.0,223.1,26,11,34-237,420,1889,4.5,118.1,13,998,5695,355.9,34-681,20.0,33-328,8.6,17-475,27.9,42.1,"79-3,626",31-41,63,93-789,49.313,29:28,17-4,0,16
398,Offense--det-2013,24.7,395,48,350,106,221,23,95-221,42.99,5-14,35.71,371-634,4482,7.3,280.1,29,19,23-168,445,1792,4.0,112.0,15,1102,6442,402.6,35-924,26.4,38-392,7.8,15-211,14.1,43.1,"72-3,399",19-24,54,110-925,57,32:21,28-15,0,16,2013,399,17.9,376,38,290,62,197,31,64-211,30.33,9-12,75.00,338-572,3950,7.3,246.9,24,15,33-249,377,1596,4.2,99.8,10,982,5795,362.2,34-816,24.0,32-250,10.3,19-364,19.2,39.8,"84-3,733",37-40,57,87-681,42.563,28:06,18-7,0,16
400,Offense--det-2014,20.1,321,35,310,72,210,28,86-223,38.57,10-20,50.00,365-604,4030,7.1,251.9,22,12,45-254,396,1422,3.6,88.9,11,1045,5706,356.6,20-544,27.2,32-284,10.4,20-388,19.4,41.6,"68-3,138",25-38,71,118-989,61,31:41,19-8,7,16,2014,401,13.3,280,32,310,59,209,42,77-207,37.20,6-15,40.00,383-592,3706,6.8,231.6,23,20,42-295,350,1109,3.2,69.3,8,984,5110,319.4,25-612,24.5,30-311,8.9,12-99,8.3,40.2,"82-3,583",18-23,62,99-849,53.063,28:18,16-6,-7,16
402,Offense--det-2015,22.1,354,42,337,71,236,30,75-203,36.95,7-14,50.00,420-632,4212,7.1,263.3,33,14,44-251,354,1335,3.8,83.4,7,1030,5798,362.4,32-814,25.4,30-209,6.1,9-103,11.4,42.7,"80-3,679",22-24,52,104-930,58,31:29,17-10,-6,16,2015,403,19.0,400,47,319,96,191,32,82-200,41.00,5-8,62.50,360-528,3789,7.7,236.8,27,9,42-276,429,1805,4.2,112.8,18,999,5870,366.9,"44-1,220",27.7,43-263,7.0,14-209,14.9,41.4,"72-3,192",25-29,48,96-785,49.063,29:17,20-8,6,16
404,Offense--det-2016,21.5,344,36,329,76,217,36,83-195,42.56,7-10,70.00,388-594,4111,7.3,256.9,24,10,37-216,350,1310,3.7,81.9,9,981,5637,352.3,23-494,21.5,20-246,6.0,10-96,9.6,45.2,"62-3,010",31-36,66,100-861,53,30:06,8-5,-1,16,2016,405,17.9,358,42,333,99,206,28,90-198,45.46,3-8,37.50,399-549,3975,7.5,248.4,33,10,26-161,389,1701,4.4,106.3,8,964,5837,364.8,35-793,22.7,35-210,12.3,10-117,11.7,40.0,"61-2,684",22-26,54,122-979,61.188,30:18,12-4,1,16
406,Offense--det-2017,25.6,410,46,296,58,210,28,81-209,38.76,1-9,11.11,374-570,4183,7.8,261.4,29,11,47-287,363,1221,3.4,76.3,10,980,5691,355.7,43-878,20.4,37-517,7.6,19-253,13.3,41.0,"73-3,190",30-35,52,104-968,60,29:47,21-11,10,16,2017,407,17.9,376,44,350,110,205,35,74-194,38.14,8-15,53.33,366-570,3892,7.2,243.3,21,19,35-228,432,1800,4.2,112.5,18,1037,5920,370.0,32-583,18.2,26-198,14.0,11-216,19.6,37.9,"71-3,210",23-29,54,110-971,60.688,30:12,19-12,-10,16
408,Offense--det-2018,20.3,324,35,325,91,201,33,75-208,36.06,11-18,61.11,375-574,3576,6.7,223.5,22,12,41-268,404,1660,4.1,103.8,11,1019,5504,344.0,37-837,22.6,27-171,11.4,7-148,21.1,40.2,"74-3,310",28-32,47,94-852,53,31:23,14-7,-5,16,2018,409,17.1,360,44,315,88,191,36,69-186,37.10,9-17,52.94,323-496,3599,7.9,224.9,29,7,43-298,403,1761,4.4,110.1,11,942,5658,353.6,20-482,24.1,29-332,6.3,12-155,12.9,42.8,"68-3,078",19-28,71,94-886,55.375,28:36,12-5,5,16
410,Offense--det-2019,21.3,341,38,313,82,196,35,90-220,40.91,5-13,38.46,344-571,3900,7.3,243.8,28,15,43-287,407,1649,4.1,103.1,7,1021,5836,364.8,"52-1,284",24.7,31-246,4.5,7-76,10.9,43.6,"76-3,445",26-31,31,113-937,58,29:09,12-8,-5,16,2019,411,26.4,423,49,365,94,232,39,94-214,43.93,7-15,46.67,381-611,4551,7.8,284.4,33,7,28-188,455,1855,4.1,115.9,13,1094,6594,412.1,23-564,24.5,29-130,7.9,15-137,9.1,41.7,"65-2,957",27-34,72,117-960,60,31:28,20-9,5,16
412,Offense--det-2020,23.6,377,45,350,93,220,37,79-192,41.15,10-20,50.00,374-582,4104,7.6,256.5,27,13,42-293,367,1499,4.1,93.7,17,991,5896,368.5,"49-1,049",21.4,17-217,5.5,7-65,9.3,47.1,"59-2,897",21-28,33,95-860,53,27:46,10-8,-9,16,2020,413,32.4,519,68,415,127,253,35,91-193,47.15,11-18,61.11,383-557,4558,8.5,284.9,38,7,24-195,487,2158,4.4,134.9,27,1068,6911,431.9,34-845,24.9,21-116,12.8,13-96,7.4,37.0,"47-2,066",16-20,65,103-797,49.813,32:05,17-5,9,16
414,Offense--det-2021,19.1,325,35,329,104,193,32,74-213,34.74,21-41,51.22,396-593,3598,6.6,211.6,23,14,36-286,427,1886,4.4,110.9,12,1056,5770,339.4,36-880,24.4,22-236,8.8,11-108,9.8,44.5,"65-3,198",26-30,43,105-824,48,29:12,17-9,-4,17,2021,415,27.5,467,52,372,135,211,26,92-204,45.10,9-14,64.29,359-544,4160,8.0,244.7,31,11,30-201,518,2296,4.4,135.1,19,1092,6657,391.6,35-763,21.8,35-308,10.7,14-116,8.3,40.8,"47-2,154",36-41,63,87-818,48.118,31:23,17-8,269,17
416,Offense--det-2022,26.6,453,54,376,114,228,34,86-211,40.76,20-37,54.05,383-588,4281,7.6,251.8,29,7,24-163,480,2179,4.5,128.2,23,1092,6623,389.6,34-889,26.1,20-264,10.4,12-157,13.1,42.5,"52-2,525",24-30,58,90-773,45,29:55,16-8,7,17,2022,417,25.1,427,51,377,135,209,33,92-204,45.10,15-27,55.56,353-560,4179,7.9,245.8,26,12,39-267,477,2491,5.2,146.5,22,1076,6937,408.1,34-746,21.9,30-313,13.2,7-99,14.1,41.4,"55-2,540",25-30,57,103-818,48.118,30:04,19-10,303,17
418,Offense--gb-2004,26.5,424,50,354,98,228,28,98-207,47.34,8-14,57.14,382-598,4449,7.6,278.1,36,19,14-101,441,1908,4.3,119.3,9,1053,6458,403.6,"79-1,594",20.2,33-254,8.9,8-165,20.6,35.5,"66-2,644",24-28,2,116-950,59,30:28,22-9,0,16,2004,419,18.1,380,47,307,92,181,34,69-197,35.03,5-9,55.56,314-518,3663,7.6,228.9,33,8,40-280,409,1878,4.6,117.4,12,967,5821,363.8,"70-1,522",21.7,34-301,7.7,19-166,8.7,36.1,"81-3,176",17-25,10,112-942,58.875,29:31,15-5,0,16
420,Offense--gb-2005,18.6,298,34,318,76,206,36,91-221,41.18,9-19,47.37,383-626,3766,6.3,235.4,20,30,27-198,398,1352,3.4,84.5,11,1051,5316,332.3,"65-1,404",21.6,45-381,6.9,10-205,20.5,34.1,"70-2,726",20-27,4,119-918,57,30:58,27-12,0,16,2005,421,16.4,344,37,280,107,143,30,74-206,35.92,3-8,37.50,252-430,2680,6.7,167.5,22,10,35-196,504,2010,4.0,125.6,10,969,4886,305.4,"75-1,418",18.9,49-339,8.5,30-370,12.3,37.8,"85-3,597",29-34,5,98-975,60.938,29:21,30-11,0,16
422,Offense--gb-2006,21.5,301,32,301,93,185,23,94-240,39.17,7-17,41.18,350-630,3795,6.3,237.2,18,18,24-152,431,1663,3.9,103.9,9,1085,5610,350.6,"60-1,348",22.5,53-415,9.1,23-289,12.6,38.5,"84-3,739",26-35,15,90-689,43,30:45,21-11,0,16,2006,423,14.5,305,34,291,95,169,27,70-215,32.56,13-21,61.91,286-515,3309,7.1,206.8,25,23,46-337,441,1825,4.1,114.1,12,1002,5471,341.9,"70-1,379",19.7,55-503,7.8,18-201,11.2,39.6,"83-3,704",26-27,13,97-710,44.375,29:14,28-10,0,16
424,Offense--gb-2007,27.2,435,49,307,69,210,28,86-202,42.57,5-11,45.46,383-578,4334,7.7,270.9,30,15,19-127,388,1597,4.1,99.8,13,985,6058,378.6,"77-1,610",20.9,48-492,5.9,19-233,12.3,42.5,"60-2,664",31-39,15,"113-1,006",62,30:19,23-8,0,16,2007,425,14.6,291,31,297,77,176,44,69-209,33.01,9-24,37.50,295-534,3366,6.7,210.4,23,19,36-218,424,1647,3.9,102.9,6,994,5231,326.9,"62-1,349",21.8,19-113,10.3,15-166,11.1,36.3,"80-3,397",24-27,8,118-908,56.75,29:41,17-5,0,16
426,Offense--gb-2008,26.2,419,48,299,99,182,18,99-224,44.20,8-18,44.44,343-541,3813,7.5,238.3,28,13,34-231,437,1805,4.1,112.8,11,1012,5849,365.6,"72-1,687",23.4,37-398,7.5,22-685,31.1,37.5,"65-2,688",27-34,18,110-984,61,31:37,24-6,0,16,2008,427,17.9,376,43,295,121,141,33,80-210,38.10,17-23,73.91,287-518,3244,6.5,202.8,22,22,27-140,458,2105,4.6,131.6,20,1003,5489,343.1,"69-1,387",20.1,33-249,10.8,13-70,5.4,39.0,"76-3,364",25-30,10,89-721,45.063,28:56,20-5,0,16
428,Offense--gb-2009,28.7,459,54,335,102,201,32,103-219,47.03,3-9,33.33,357-553,4180,8.1,261.3,30,8,51-312,438,1885,4.3,117.8,20,1042,6377,398.6,"80-1,824",22.8,34-236,10.1,30-477,15.9,37.7,"66-2,891",27-36,12,"118-1,057",66,33:02,19-6,0,16,2009,429,14.9,297,36,272,68,168,36,76-211,36.02,10-25,40.00,294-540,3218,6.4,201.1,29,30,37-232,371,1333,3.6,83.3,5,948,4783,298.9,"54-1,193",22.1,40-403,6.9,8-171,21.4,41.8,"74-3,329",13-17,8,107-914,57.125,26:57,20-8,0,16
430,Offense--gb-2010,24.3,388,46,312,88,204,20,85-205,41.46,5-13,38.46,352-541,4124,8.1,257.8,31,13,38-231,421,1606,3.8,100.4,11,1000,5961,372.6,"76-1,658",21.8,41-325,11.0,24-318,13.3,39.1,"71-3,114",22-28,5,78-617,38,32:01,20-7,0,16,2010,431,11.4,240,24,270,82,163,25,77-213,36.15,6-20,30.00,296-527,3107,6.5,194.2,16,24,47-333,395,1838,4.7,114.9,6,969,5278,329.9,"62-1,249",20.1,31-341,7.9,13-148,11.4,40.7,"78-3,496",24-29,2,98-758,47.375,28:46,20-6,0,16
432,Offense--gb-2011,35.0,560,70,353,89,230,34,91-189,48.15,4-8,50.00,376-552,4924,9.4,307.8,51,8,41-237,395,1558,3.9,97.4,12,988,6719,419.9,"59-1,378",23.4,27-295,12.7,31-468,15.1,40.0,"55-2,506",24-28,45,76-591,36,30:29,13-3,0,16,2011,433,17.9,357,41,358,96,246,16,83-195,42.56,4-16,25.00,390-637,4796,7.8,299.8,29,31,29-192,383,1789,4.7,111.8,10,1049,6777,423.6,"41-1,005",24.5,24-305,10.9,8-63,7.9,37.9,"58-2,492",22-27,39,122-948,59.25,29:31,18-6,0,16
434,Offense--gb-2012,27.1,433,53,341,85,213,43,90-213,42.25,7-13,53.85,374-558,4049,7.8,253.1,40,8,51-293,433,1702,3.9,106.4,9,1042,6044,377.8,"51-1,193",23.4,36-395,7.5,18-246,13.7,40.3,"70-3,043",21-33,40,103-923,57,30:26,16-7,0,16,2012,435,16.0,336,37,308,83,191,34,83-218,38.07,9-23,39.13,313-568,3492,6.7,218.3,24,18,47-309,418,1896,4.5,118.5,12,1033,5697,356.1,"43-1,074",25.0,24-179,11.0,8-47,5.9,39.4,"74-3,350",26-30,37,"123-1,055",65.938,29:33,17-4,0,16
436,Offense--gb-2013,26.1,417,46,351,119,201,31,89-216,41.20,9-13,69.23,366-570,4268,8.0,266.8,25,16,45-270,459,2136,4.7,133.5,17,1074,6674,417.1,"61-1,577",25.9,30-339,13.1,11-36,3.3,40.5,"64-2,854",33-37,32,86-801,50,30:52,19-7,0,16,2013,437,20.4,428,51,330,116,190,24,78-204,38.24,10-17,58.82,332-539,3956,7.8,247.3,30,11,44-238,432,2000,4.6,125.0,16,1015,6194,387.1,39-791,20.3,20-261,11.3,16-279,17.4,37.9,"69-2,994",24-30,49,99-883,55.188,30:03,17-11,0,16
438,Offense--gb-2014,30.3,484,58,356,104,222,30,93-197,47.21,4-10,40.00,349-536,4261,8.3,266.3,38,6,30-186,435,1917,4.4,119.8,14,1001,6364,397.8,"58-1,421",24.5,29-333,8.7,18-396,22.0,38.6,"49-2,159",27-33,39,92-775,48,30:32,18-7,14,16,2014,439,16.5,346,40,339,116,196,27,83-206,40.29,15-28,53.57,333-564,3623,6.9,226.4,26,18,41-261,449,1919,4.3,119.9,11,1054,5803,362.7,29-555,19.1,22-191,11.5,6-80,13.3,38.0,"62-2,691",21-24,54,104-945,59.063,29:27,20-8,-14,16
440,Offense--gb-2015,23.0,368,42,317,100,173,44,70-208,33.65,11-21,52.38,348-573,3503,6.7,218.9,31,8,47-322,436,1850,4.2,115.6,8,1056,5675,354.7,37-988,26.7,31-167,4.2,16-198,12.4,41.7,"81-3,554",24-28,51,105-906,56,30:08,22-9,5,16,2015,441,15.4,323,36,300,96,183,21,79-220,35.91,10-21,47.62,321-551,3642,7.1,227.6,20,16,43-256,420,1905,4.5,119.1,13,1014,5803,362.7,36-881,24.5,41-174,5.4,8-55,6.9,41.4,"82-3,560",24-28,49,"120-1,107",69.188,29:51,19-5,-5,16
442,Offense--gb-2016,27.0,432,51,349,91,222,36,98-210,46.67,7-17,41.18,403-620,4199,7.2,262.4,40,8,35-246,374,1701,4.5,106.3,11,1029,6146,384.1,"41-1,080",26.3,26-235,9.4,17-209,12.3,40.5,"56-2,420",26-30,52,100-827,51,31:13,19-9,8,16,2016,443,19.4,388,45,329,80,227,22,82-199,41.21,12-18,66.67,370-571,4308,8.1,269.3,32,17,40-295,376,1515,4.0,94.7,11,987,6118,382.4,32-631,19.7,16-151,9.0,8-85,10.6,38.8,"59-2,525",27-29,57,109-964,60.25,28:46,10-6,-8,16
444,Offense--gb-2017,20.0,320,40,307,99,176,32,83-211,39.34,15-28,53.57,352-562,3167,6.3,197.9,25,18,51-365,386,1724,4.5,107.8,13,999,5256,328.5,30-665,22.2,27-289,5.7,11-54,4.9,42.1,"71-3,155",15-19,53,96-789,49,29:09,11-7,-3,16,2017,445,19.2,384,42,331,95,211,25,89-208,42.79,8-10,80.00,348-513,3789,7.9,236.8,30,11,37-252,464,1793,3.9,112.1,10,1014,5834,364.6,35-761,21.7,29-164,10.7,18-195,10.8,38.7,"67-2,884",30-33,58,94-832,52,31:37,17-9,3,16
446,Offense--gb-2018,23.5,376,41,332,98,208,26,75-204,36.77,10-20,50.00,392-640,4238,7.2,264.9,25,4,53-391,333,1667,5.0,104.2,14,1026,6296,393.5,"40-1,022",25.6,30-198,10.3,7-100,14.3,41.3,"71-3,176",30-37,49,108-937,58,30:02,21-11,0,16,2018,447,19.0,400,47,331,100,199,32,79-212,37.26,12-18,66.67,336-527,3752,7.7,234.5,30,7,44-322,446,1918,4.3,119.9,15,1017,5992,374.5,30-644,21.5,20-206,6.6,4-51,12.8,42.5,"71-3,258",23-31,63,97-792,49.5,30:48,15-6,0,16
448,Offense--gb-2019,23.5,376,44,320,90,190,40,73-203,35.96,7-14,50.00,356-573,3733,7.0,233.3,26,4,36-284,411,1795,4.4,112.2,18,1020,5812,363.3,29-702,24.2,20-98,9.0,17-177,10.4,40.9,"77-3,386",22-24,62,100-774,48,31:27,15-9,12,16,2019,449,19.6,313,34,310,99,191,20,75-197,38.07,8-18,44.44,326-546,3721,7.4,232.6,19,17,41-295,411,1921,4.7,120.1,15,998,5937,371.1,32-667,20.8,26-233,4.9,4-87,21.8,42.8,"67-2,968",27-32,53,97-968,60.5,28:32,18-7,-12,16
450,Offense--gb-2020,31.8,509,66,358,114,216,28,89-180,49.44,13-21,61.91,372-526,4106,8.2,256.6,48,5,21-193,443,2118,4.8,132.4,16,990,6417,401.1,"45-1,088",24.2,11-53,17.1,11-98,8.9,38.3,"46-2,092",16-16,53,84-684,42,32:34,11-6,7,16,2020,451,23.1,369,42,332,119,184,29,73-185,39.46,14-24,58.33,346-536,3539,7.1,221.2,23,11,41-254,397,1805,4.5,112.8,16,974,5598,349.9,33-623,18.9,17-291,4.8,5-73,14.6,43.8,"56-2,506",24-27,52,79-734,45.875,27:36,15-7,-7,16
452,Offense--gb-2021,26.5,450,54,375,109,235,31,88-202,43.56,13-22,59.09,402-593,4315,7.6,253.8,39,7,33-211,446,1900,4.3,111.8,13,1072,6426,378.0,30-531,17.7,25-199,12.8,18-164,9.1,41.5,"53-2,467",25-34,46,69-678,39,32:58,18-6,13,17,2021,453,21.8,371,45,337,120,194,23,87-203,42.86,15-33,45.46,379-603,3724,6.7,219.1,31,18,39-297,395,1855,4.7,109.1,13,1037,5876,345.6,"50-1,283",25.7,21-268,8.0,7-154,22.0,43.0,"57-2,648",19-22,56,88-718,42.235,27:29,19-8,273,17
454,Offense--gb-2022,21.8,370,42,334,116,186,32,79-200,39.50,12-31,38.71,364-563,3632,6.9,213.6,27,12,32-258,456,2113,4.6,124.3,12,1051,6003,353.1,"47-1,205",25.6,35-316,9.5,17-351,20.6,39.3,"52-2,313",25-29,23,89-747,43,31:54,25-10,2,17,2022,455,21.8,371,42,321,129,163,29,73-194,37.63,11-19,57.90,314-478,3349,7.4,197.0,22,17,34-204,479,2372,5.0,139.5,18,991,5925,348.5,"61-1,415",23.2,20-190,9.0,12-94,7.8,41.1,"60-2,779",27-34,44,100-917,53.941,29:05,19-7,292,17
456,Offense--hou-2004,19.3,309,37,300,103,174,23,81-211,38.39,13-21,61.91,286-471,3246,7.5,202.9,16,14,49-301,481,1882,3.9,117.6,16,1001,5429,339.3,"60-1,386",23.1,40-329,8.8,22-393,17.9,37.6,"73-3,009",17-24,13,106-928,58,30:13,21-9,0,16,2004,457,16.0,337,39,304,89,194,21,89-205,43.42,1-6,16.67,344-530,3615,7.1,225.9,32,22,24-161,417,1843,4.4,115.2,4,971,5619,351.2,"69-1,450",21.0,30-265,8.2,14-157,11.2,37.5,"68-2,880",22-29,7,123-979,61.188,30:16,20-8,0,16
458,Offense--hou-2005,16.3,260,26,243,89,142,12,75-219,34.25,8-17,47.06,270-449,2237,5.9,139.8,15,13,68-424,437,1816,4.2,113.5,9,954,4477,279.8,"55-1,194",21.7,30-223,6.6,7-46,6.6,36.0,"77-2,990",26-34,16,106-854,53,28:40,28-9,0,16,2005,459,20.5,431,50,348,123,188,37,75-196,38.27,13-20,65.00,304-469,3521,7.9,220.1,24,7,37-206,506,2303,4.6,143.9,21,1012,6030,376.9,"84-2,173",25.9,33-219,7.4,13-225,17.3,37.2,"62-2,528",28-32,6,105-846,52.875,32:24,24-6,0,16
460,Offense--hou-2006,16.7,267,30,282,106,156,20,77-198,38.89,9-13,69.23,329-481,2778,6.3,173.6,14,13,43-254,431,1687,3.9,105.4,13,955,4719,294.9,"52-1,215",23.4,23-242,7.6,11-78,7.1,38.0,"76-3,161",19-25,16,90-761,47,29:21,28-10,0,16,2006,461,17.4,366,42,312,115,174,23,88-198,44.44,5-11,45.46,328-505,3444,7.2,215.3,22,11,28-191,446,1956,4.4,122.3,16,979,5591,349.4,"71-1,609",22.7,36-275,10.5,13-174,13.4,41.6,"65-2,949",25-29,9,96-792,49.5,30:52,14-11,0,16
462,Offense--hou-2007,23.7,379,43,295,96,190,9,86-193,44.56,11-15,73.33,346-529,3751,7.4,234.4,24,21,22-174,417,1586,3.8,99.1,12,968,5511,344.4,"69-1,593",23.1,33-287,7.9,11-75,6.8,39.0,"55-2,296",25-29,13,82-636,39,29:41,25-14,0,16,2007,463,18.3,384,43,325,107,197,21,83-198,41.92,8-16,50.00,361-546,3682,7.1,230.1,25,11,31-196,417,1825,4.4,114.1,15,994,5703,356.4,"74-1,961",26.5,19-151,8.7,21-267,12.7,38.1,"59-2,535",28-33,8,81-614,38.375,30:18,22-10,0,16
464,Offense--hou-2008,22.9,366,40,340,106,210,24,83-197,42.13,14-23,60.87,367-555,4267,8.1,266.7,21,20,32-207,432,1846,4.3,115.4,16,1019,6320,395.0,"73-1,630",22.3,32-386,11.2,12-178,14.8,37.8,"53-2,240",29-33,11,80-664,41,32:04,27-10,0,16,2008,465,18.7,392,45,300,114,167,19,74-188,39.36,10-13,76.92,294-471,3423,7.6,213.9,24,12,25-175,439,1962,4.5,122.6,18,935,5560,347.5,"72-1,550",21.5,21-235,12.1,20-221,11.1,38.7,"67-2,978",25-29,8,81-659,41.188,28:08,19-9,0,16
466,Offense--hou-2009,24.3,388,46,340,93,231,16,82-204,40.20,8-12,66.67,399-593,4654,8.1,290.9,29,17,25-149,425,1475,3.5,92.2,13,1043,6278,392.4,"71-1,597",22.5,45-449,4.3,14-212,15.1,41.2,"67-2,866",21-32,12,95-833,52,31:53,20-11,0,16,2009,467,15.9,333,39,300,91,175,34,79-201,39.30,9-21,42.86,344-548,3487,6.7,217.9,19,14,30-187,396,1711,4.3,106.9,17,974,5385,336.6,"64-1,449",22.6,24-104,10.0,17-294,17.3,40.9,"76-3,557",20-23,14,92-728,45.5,28:06,27-10,0,16
468,Offense--hou-2010,24.4,390,44,360,118,222,20,79-192,41.15,9-19,47.37,365-574,4144,7.6,259.0,24,12,32-226,423,2042,4.8,127.6,20,1029,6412,400.8,"72-1,741",24.2,35-235,8.0,13-90,6.9,38.4,"63-2,650",27-30,15,90-690,43,29:26,15-6,0,16,2010,469,20.3,427,52,352,113,211,28,77-195,39.49,11-13,84.62,354-547,4280,8.2,267.5,33,13,30-219,433,1751,4.0,109.4,16,1010,6250,390.6,"67-1,326",19.8,29-233,6.7,12-107,8.9,40.2,"67-2,930",21-27,20,105-851,53.188,31:22,14-5,0,16
470,Offense--hou-2011,23.8,381,41,321,131,176,14,93-224,41.52,3-11,27.27,288-467,3506,7.9,219.1,20,9,33-190,546,2448,4.5,153.0,18,1046,6144,384.0,"46-1,030",22.4,51-529,9.6,17-196,11.5,39.9,"74-3,256",32-38,44,99-852,53,32:40,20-11,0,16,2011,471,13.9,278,27,270,73,166,31,76-212,35.85,6-13,46.15,279-538,3035,6.2,189.7,18,17,44-287,378,1536,4.1,96.0,8,960,4858,303.6,29-730,25.2,32-307,10.4,9-132,14.7,40.6,"83-3,896",30-36,56,88-686,42.875,27:19,17-9,0,16
